Authors,Author(s) ID,Title,Link,Author Keywords,Index Keywords
"Amirova R., Busechian S., Ivanov V., Masyagin S., Shakirov R., Succi G., Tarasau H., Tormasov A., Zufarova O., Thapaliya A.","57212009159;56035372400;57195101229;57205682636;57210745781;7004757466;57212001787;6506906010;57210748512;57210745306;","Fundamental contemplation on the adequacy of the analysis of brain waves: Case of EEG","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116251860&doi=10.1145%2f3467707.3467742&partnerID=40&md5=c1b200dd1802a6623d24e7b4d269ae8d","brain activity; EEG; empirical software engineering; music; pair programming","Application programs; Brain; Electroencephalography; Electrophysiology; Engineers; Biological signals; Brain activity; Brain wave; Empirical Software Engineering; Pair-programming; Music"
"Elbatanony A., Abounegm A., Succi G.","57337760400;57352186900;7004757466;","A Browser Extension to Facilitate Language Acquisition","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119878389&doi=10.1145%2f3463531.3463532&partnerID=40&md5=9482d48a0a1abe69d6a874221e2720a6","browser extension; language acquisition; language learning; translation","Mergers and acquisitions; Translation (languages); Browser extension; Functional requirement; Google+; In contexts; Language acquisition; Language learning; Learning tool; Multiple languages; Personalized learning; Translation; Websites"
"Ahmad M., Raza R.A., Mazzara M., Distefano S., Bashir A.K., Khan A., Sarfraz M.S., Aftab M.U.","55232255600;56909774500;8557895400;17433851100;57193954653;16679109100;57210366486;56526625000;","Multi sensor-based implicit user identification","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104883674&doi=10.32604%2fcmc.2021.016232&partnerID=40&md5=9b61b2d514607658f3e51ed4459f71ec","Legitimate user identification; Sensors; Smartphone","Frequency domain analysis; Smartphones; Controlled environment; False negative rate; Identification process; Personal information; Preprocessing scheme; Time and frequency domains; Unsupervised feature selection; User identification; Biometrics"
"Lobov S.A., Zharinov A.I., Makarov V.A., Kazantsev V.B.","57066665100;57219973404;7401690155;7005605401;","Spatial memory in a spiking neural network with robot embodiment","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103813150&doi=10.3390%2fs21082678&partnerID=40&md5=5d95d946b7be8a2e4ba7514674b9ea54","Cognitive maps; Learning; Neurorobotics; Spiking neural networks; STDP; Vector field of functional connections; Vector field of synaptic connections","Educational robots; Memory architecture; Network architecture; Robots; Cognitive behavior; External environments; Interference phenomena; Internal representation; Memory retrieval; Spiking neural network(SNN); Spiking neural networks; Synaptic plasticity; Neural networks; animal; biological model; nerve cell plasticity; robotics; spatial memory; Animals; Models, Neurological; Neural Networks, Computer; Neuronal Plasticity; Robotics; Spatial Memory"
"Kuc A., Grubov V.V., Maksimenko V.A., Shusharina N., Pisarchik A.N., Hramov A.E.","57205658369;54787609400;56572360300;55790267200;7005864666;6603156741;","Sensor-level wavelet analysis reveals eeg biomarkers of perceptual decision-making","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103517131&doi=10.3390%2fs21072461&partnerID=40&md5=9be506285bffb5b30e2e222633f06a88","Ambiguous stimuli; Beta-band activity; Perceptual decision-making; Selective attention; Top-down processes","Biomarkers; Brain computer interface; Electroencephalography; Wavelet analysis; Control command; Eeg(electroencephalogram); Perceptual decision making; Sensor level; Sensory information; Sensory input; Specific time; Wavelet-based methods; Decision making; biological marker; decision making; electroencephalography; wavelet analysis; Biomarkers; Decision Making; Electroencephalography; Wavelet Analysis"
"Zhao W., Pashkevich A., Chablat D., Klimchik A.","57191922086;6701582655;6602989627;37016245900;","Mechanics of Compliant Serial Manipulator Composed of Dual-triangle Segments","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103138339&doi=10.18178%2fijmerr.10.4.169-176&partnerID=40&md5=e1dff6180bc51dfa7d2e0031db568c8c","compliant manipulator; component; equilibrium; redundancy; robot buckling; stiffness analysis",
"Distefano S., Giacomo A.D., Mazzara M.","17433851100;57222108209;8557895400;","Trustworthiness for Transportation Ecosystems: The Blockchain Vehicle Information System","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101425858&doi=10.1109%2fTITS.2021.3054996&partnerID=40&md5=f420e528043020fdb9bf8428d1d1d766","Distributed ledger; performance; scalability; security; transportation ontology; vehicle lifecycle","Blockchain; Complex networks; Economic and social effects; Information systems; Information use; Intelligent systems; Life cycle; Travel time; Vehicles; Building blockes; Intelligent transportation systems; MongoDB; New services; Trade off; Trading services; Transportation system; Vehicle information systems; Ecosystems"
"Behera S., Misra R., Sillitti A.","57207835062;7203051070;6602286710;","Multiscale deep bidirectional gated recurrent neural networks based prognostic method for complex non-linear degradation systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098952771&doi=10.1016%2fj.ins.2020.12.032&partnerID=40&md5=0889607caf613e6edc8aa43088f7b062","Internet-of-things; Multiscale learning; Prognostics and health management; Remaining useful life; Turbofan engines","Complex networks; Learning systems; Complex engineered systems; Degradation characteristics; Discriminative features; Machine learning methods; Machine learning techniques; Multivariate sensors; Prediction accuracy; Remaining useful lives; Recurrent neural networks"
"Poletkin K.V.","36626287100;","Static pull-in behavior of hybrid levitation microactuators: Simulation, modeling, and experimental study","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086743298&doi=10.1109%2fTMECH.2020.2999516&partnerID=40&md5=f346f1d75beb9e5f78069604fe111056","Dynamics; Electromagnetic levitation; Finite element method; Microactuators; Modeling; Pull-in; Stability","Analytical models; Differential equations; Eddy currents; Electromagnetic propulsion; Inductance; Microactuators; Nonlinear equations; Analytical calculation; Developed model; Electromagnetic levitation; Induced eddy currents; Lagrangian formalism; Nonlinear differential equation; Recent progress; Static pull-in; Finite element method"
"Rasheed B., Khan A., Kazmi S.M.A., Hussain R., Piran M.J., Suh D.Y.","57207987374;16679109100;56783838600;35324500900;46161521300;7202639547;","Adversarial Attacks on Featureless Deep Learning Malicious URLs Detection","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103681293&doi=10.32604%2fcmc.2021.015452&partnerID=40&md5=ba06c43cdf787a300ab6dc4a9bb327f6","adversarial attack; deep learning; detection; Malicious URLs; web security","Convolutional neural networks; Learning systems; Cyber-crimes; Detection system; Feature engineerings; Greedy search; Ml algorithms; Recent researches; Scoring functions; Sequential patterns; Deep learning"
"Azam M.A., Khan K.B., Ahmad M., Mazzara M.","57217521589;57189687224;55232255600;8557895400;","Multimodal Medical Image Registration and Fusion for Quality Enhancement","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103659856&doi=10.32604%2fcmc.2021.016131&partnerID=40&md5=616ac5b360ed37d54e6caf6bcbd27891","discrete wavelet transform; fusion; multi-resolution rigid registration; Multimodal; principle component averaging; registration","Brain mapping; Computerized tomography; Diagnosis; Discrete wavelet transforms; Image enhancement; Image registration; Magnetic resonance imaging; Signal reconstruction; Limited information; Multi-modal approach; Multimodal image registration; Multimodal medical image registrations; Mutual informations; Principal Components; Quality enhancement; Statistical comparisons; Image fusion"
"Hussain R., Hussain F., Zeadally S., Lee J.","35324500900;55555819300;7003472739;50262320700;","On the Adequacy of 5G Security for Vehicular Ad Hoc Networks","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104004463&doi=10.1109%2fMCOMSTD.001.2000066&partnerID=40&md5=71f476562311dd9576059391603a584a",,"Network security; Vehicular ad hoc networks; Enabling technologies; Low latency; Seamless integration; Security requirements; Security solutions; Security standards; Vehicular networks; 5G mobile communication systems"
"Pyrkin A., Bobtsov A., Ortega R., Vedyakov A., Cherginets D., Ovcharov A., Bazylev D., Petranevsky I.","26656070700;8046819200;7202793493;49664023200;57222177482;57218714533;55887939500;57191592945;","Robust nonlinear observer design for permanent magnet synchronous motors","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100331632&doi=10.1049%2fcth2.12065&partnerID=40&md5=c3f6ba1e00f8cce431ccb9b02d570040",,"Design; Numerical methods; Synchronous motors; Adaptive estimation; Adaptive observer; Currents and voltages; Globally convergent; Magnetic parameters; Permanent Magnet Synchronous Motor; Robust nonlinear observers; Time-varying load torque; Permanent magnets"
"Pisarchik A.N., Jaimes-Reátegui R., Rodríguez-Flores C., García-López J.H., Huerta-Cuellar G., Martín-Pasquín F.J.","7005864666;8941071700;57221800474;57196778740;56002769300;57221803415;","Secure chaotic communication based on extreme multistability","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100258465&doi=10.1016%2fj.jfranklin.2021.01.013&partnerID=40&md5=62387e1cea37d6c2eb1a998720bdd63a",,"Chaotic systems; Transmitters; Chaos-based communication systems; Chaotic attractors; Chaotic communications; Co-existing attractors; Fascinating phenomena; Initial conditions; Multi stabilities; Synchronization time; Synchronization"
"Moolchandani D., Prathap G., Afanasyev I., Kumar A., Mazzara M., Sarangi S.R.","57215364008;57193419633;57235376800;57202998697;8557895400;12344573600;","Game Theory-Based Parameter-Tuning for Path Planning of UAVs","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105326207&doi=10.1109%2fVLSID51830.2021.00037&partnerID=40&md5=df7acc4b1e4f9d3088f2b5e0b8698df4",,"Embedded systems; Genetic algorithms; Nonlinear programming; VLSI circuits; Convergence issues; Equilibrium strategy; Non-linear optimization; Optimization problems; Parameter-tuning; Simulation studies; Traditional approaches; Tunable parameter; Game theory"
"Siddique A., Afanasyev I.","57215412664;57202156203;","Deep learning-based trajectory estimation of vehicles in crowded and crossroad scenarios","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101242286&doi=10.23919%2fFRUCT50888.2021.9347580&partnerID=40&md5=5006546712705788c9a91e3e571aaf5d",,"Benchmarking; Intelligent systems; Security systems; Traffic control; Trajectories; Vehicles; Detection and localization; Illumination intensity; Intelligent transport systems; Mean absolute error; Sustainable transport systems; Tracking by detections; Traffic surveillance; Trajectory estimation; Deep learning"
"Zhao W., Pashkevich A., Klimchik A., Chablat D.","57191922086;6701582655;37016245900;6602989627;","Kinematic Control of Compliant Serial Manipulators Composed of Dual-Triangles","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101708168&doi=10.1109%2fICCCR49711.2021.9349285&partnerID=40&md5=d67ea94d84f38ad7c014ad933451462f","compliant manipulator; elastostatic behavior; geometric redundancy; kinematic control; tensegrity mechanisms","Agricultural robots; Industrial manipulators; Kinematics; Robotics; External force; Kinematic control; Kinematics control; Optimization techniques; Redundancy problems; Serial manipulators; Redundant manipulators"
"Saitov K., Derczynski L.","57349434300;55668121600;","Abusive language recognition in Russian","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119578848&partnerID=40&md5=05be65372f168283a6a95ee5f081ab98",,"Automatic Detection; Language recognition; Machine learning approaches; Morphological diversity; Russian languages"
"Makhmutov M., Asapov T., Brown J.A.","57194571105;57347029800;55724408300;","Safety Risks in Location-Based Augmented Reality Games","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119453678&doi=10.1007%2f978-3-030-89394-1_39&partnerID=40&md5=b5e8eb1ba9a0ea7205c9c9eaaa932bf2","Augmented Reality; Location-based games; Safe games","Ethical technology; Location; Current safety; Location based; Location-based Games; News reports; Public space; Safe game; Safety problems; Safety risks; Augmented reality"
"Marouf R., Brown J.A.","57346365800;55724408300;","A Review on the Contribution of ClassDojo as Point System Gamification in Education","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119449631&doi=10.1007%2f978-3-030-89394-1_37&partnerID=40&md5=14f2fd4779a9c6580d995f4157b7eb50","ClassDojo; Classroom discipline; Gamifcation; Point system","Classdojo; Classroom discipline; Classroom management; Gamifcation; Gamification; Online platforms; Point system; Student engagement; Students' behaviors; Teachers'; Students"
